# param1 param2 velocity_error viscosity_error
7.0680146876e+00 7.0989692822e-01 1.8974936392e-02 3.3673913038e-01
7.0680146876e+00 7.0989692822e-01 3.9728841751e-02 1.1747729900e-01
7.0680146876e+00 7.0989692822e-01 4.1221442888e-02 5.0842431749e-01
7.0680146876e+00 7.0989692822e-01 6.1266889809e-03 1.8523780457e-02
7.1387059616e+00 3.9703663645e-01 5.0378434349e-03 9.6095410208e-02
7.1387059616e+00 3.9703663645e-01 4.6687806901e-02 1.9511821993e-01
7.1387059616e+00 3.9703663645e-01 4.5585682745e-02 1.8938808725e-01
7.1387059616e+00 3.9703663645e-01 4.2485646409e-02 2.2780623618e-01
7.1387059616e+00 3.9703663645e-01 3.1315765221e-02 1.4687310892e-01
7.1387059616e+00 3.9703663645e-01 3.4879481597e-02 2.0602318782e-01
7.1387059616e+00 3.9703663645e-01 9.4357376895e-02 3.2153820589e-01
7.1387059616e+00 3.9703663645e-01 1.1408605785e-01 1.1360174157e-01
7.1387059616e+00 3.9703663645e-01 1.1585112964e-01 4.9690037281e-01
7.1387059616e+00 3.9703663645e-01 5.0331102386e-03 2.6132687084e-02
7.2961670322e+00 7.8785570184e-01 4.9349486282e-03 9.6095573483e-02
7.2961670322e+00 7.8785570184e-01 4.6659853796e-02 2.1071808631e-01
7.2961670322e+00 7.8785570184e-01 4.5591079375e-02 2.0987936101e-01
7.2961670322e+00 7.8785570184e-01 4.3126499998e-02 2.1756807450e-01
7.2961670322e+00 7.8785570184e-01 3.8668870517e-02 1.5526227640e-01
7.2961670322e+00 7.8785570184e-01 2.8164976281e-02 2.0886501505e-01
7.2961670322e+00 7.8785570184e-01 1.3012776662e-02 3.3148164083e-01
7.2961670322e+00 7.8785570184e-01 2.3067671782e-02 1.1934634974e-01
7.2961670322e+00 7.8785570184e-01 2.4933211745e-02 5.2342090343e-01
7.2961670322e+00 7.8785570184e-01 5.8173698414e-03 2.5036864789e-02
7.5206723161e+00 6.8302529016e-01 4.9366175839e-03 9.6096390805e-02
7.5206723161e+00 6.8302529016e-01 4.6607100467e-02 2.0879370704e-01
7.5206723161e+00 6.8302529016e-01 4.5516216050e-02 2.0762975990e-01
7.5206723161e+00 6.8302529016e-01 4.2888198091e-02 2.2188896825e-01
7.5206723161e+00 6.8302529016e-01 3.6956046994e-02 1.5498580365e-01
7.5206723161e+00 6.8302529016e-01 2.1505285005e-02 2.0585090275e-01
7.5206723161e+00 6.8302529016e-01 2.3643653274e-02 3.2454105136e-01
7.5206723161e+00 6.8302529016e-01 4.7216589909e-02 1.1837537023e-01
7.5206723161e+00 6.8302529016e-01 4.8689277347e-02 5.2776136840e-01
7.5206723161e+00 6.8302529016e-01 6.7049224729e-03 1.9916178995e-02
7.7350691465e+00 2.6988595655e-01 5.2413492854e-03 9.6095517262e-02
7.7350691465e+00 2.6988595655e-01 4.6962993468e-02 1.8351456523e-01
7.7350691465e+00 2.6988595655e-01 4.5918770479e-02 1.7644836126e-01
7.7350691465e+00 2.6988595655e-01 4.3014473253e-02 2.3466358291e-01
7.7350691465e+00 2.6988595655e-01 3.3433069555e-02 1.4184313697e-01
7.7350691465e+00 2.6988595655e-01 6.7219504612e-02 1.9554263996e-01
7.7350691465e+00 2.6988595655e-01 1.3336664649e-01 2.9253747421e-01
7.7350691465e+00 2.6988595655e-01 1.4231727217e-01 1.1221235539e-01
7.7350691465e+00 2.6988595655e-01 1.4558454200e-01 5.2218311593e-01
7.7350691465e+00 2.6988595655e-01 8.1365856165e-03 3.3537040188e-02
7.8795018188e+00 6.3369459687e-01 4.9409128951e-03 9.6095485530e-02
7.8795018188e+00 6.3369459687e-01 4.6587550185e-02 2.0794407314e-01
7.8795018188e+00 6.3369459687e-01 4.5483294712e-02 2.0703684692e-01
7.8795018188e+00 6.3369459687e-01 4.2779665454e-02 2.2550693815e-01
7.8795018188e+00 6.3369459687e-01 3.6175565045e-02 1.5565567490e-01
7.8795018188e+00 6.3369459687e-01 1.9211336102e-02 2.0180744786e-01
7.8795018188e+00 6.3369459687e-01 3.3621263205e-02 3.1534701904e-01
7.8795018188e+00 6.3369459687e-01 6.0623113302e-02 1.1877767393e-01
7.8795018188e+00 6.3369459687e-01 6.1988954876e-02 5.4008860439e-01
7.8795018188e+00 6.3369459687e-01 7.2774608029e-03 2.0045172269e-02
8.0078679427e+00 8.1681356412e-01 4.9357329009e-03 9.6095507540e-02
8.0078679427e+00 8.1681356412e-01 4.6673791267e-02 2.1189282648e-01
8.0078679427e+00 8.1681356412e-01 4.5608096101e-02 2.1262235575e-01
8.0078679427e+00 8.1681356412e-01 4.3197450476e-02 2.2052847019e-01
8.0078679427e+00 8.1681356412e-01 3.9242577994e-02 1.5777798713e-01
8.0078679427e+00 8.1681356412e-01 3.0545291450e-02 2.0099662611e-01
8.0078679427e+00 8.1681356412e-01 1.5483191332e-02 3.1346940515e-01
8.0078679427e+00 8.1681356412e-01 1.9134497144e-02 1.2175672827e-01
8.0078679427e+00 8.1681356412e-01 2.1216514060e-02 5.5517410670e-01
8.0078679427e+00 8.1681356412e-01 5.9345651894e-03 3.2567030731e-02
8.1953136813e+00 2.9443731465e-01 5.1848404950e-03 9.6095482562e-02
8.1953136813e+00 2.9443731465e-01 4.6862700752e-02 1.8691838541e-01
8.1953136813e+00 2.9443731465e-01 4.5766185363e-02 1.8133133177e-01
8.1953136813e+00 2.9443731465e-01 4.2719284796e-02 2.3887462845e-01
8.1953136813e+00 2.9443731465e-01 3.2440428471e-02 1.4643970790e-01
8.1953136813e+00 2.9443731465e-01 5.8891204985e-02 1.9376814356e-01
8.1953136813e+00 2.9443731465e-01 1.2858508349e-01 2.9163563050e-01
8.1953136813e+00 2.9443731465e-01 1.4212785786e-01 1.1531493491e-01
8.1953136813e+00 2.9443731465e-01 1.4472922229e-01 5.3958512891e-01
8.1953136813e+00 2.9443731465e-01 7.4568766089e-03 3.4901167433e-02
8.3090537282e+00 4.6881865790e-01 4.9878220146e-03 9.6095976529e-02
8.3090537282e+00 4.6881865790e-01 4.6594781330e-02 2.0146123656e-01
8.3090537282e+00 4.6881865790e-01 4.5455426025e-02 1.9937512166e-01
8.3090537282e+00 4.6881865790e-01 4.2466722031e-02 2.3422646980e-01
8.3090537282e+00 4.6881865790e-01 3.3145052376e-02 1.5451843895e-01
8.3090537282e+00 4.6881865790e-01 2.3132800495e-02 1.9657345152e-01
8.3090537282e+00 4.6881865790e-01 7.5640641593e-02 3.0316866703e-01
8.3090537282e+00 4.6881865790e-01 1.0482725531e-01 1.1858720977e-01
8.3090537282e+00 4.6881865790e-01 1.0583446408e-01 5.4783215658e-01
8.3090537282e+00 4.6881865790e-01 6.6901814312e-03 2.4474460606e-02
8.5036945042e+00 2.2462260407e-01 5.3880917641e-03 9.6100084655e-02
8.5036945042e+00 2.2462260407e-01 4.7130138106e-02 1.7836667755e-01
8.5036945042e+00 2.2462260407e-01 4.6109731991e-02 1.7162713962e-01
8.5036945042e+00 2.2462260407e-01 4.3521522481e-02 2.4109115285e-01
8.5036945042e+00 2.2462260407e-01 3.7099817780e-02 1.4119056259e-01
8.5036945042e+00 2.2462260407e-01 8.3410112423e-02 1.8804583333e-01
8.5036945042e+00 2.2462260407e-01 1.5142194041e-01 2.7423142508e-01
8.5036945042e+00 2.2462260407e-01 1.5598764432e-01 1.1401719353e-01
8.5036945042e+00 2.2462260407e-01 1.5977602115e-01 5.5035317969e-01
8.5036945042e+00 2.2462260407e-01 9.9360852908e-03 3.9467018808e-02
8.6286149959e+00 4.3866570283e-01 5.0058117192e-03 9.6097462173e-02
8.6286149959e+00 4.3866570283e-01 4.6608246064e-02 1.9998958732e-01
8.6286149959e+00 4.3866570283e-01 4.5459675889e-02 1.9799297630e-01
8.6286149959e+00 4.3866570283e-01 4.2427044983e-02 2.3750023010e-01
8.6286149959e+00 4.3866570283e-01 3.2768288750e-02 1.5514360013e-01
8.6286149959e+00 4.3866570283e-01 2.6784072333e-02 1.9352902347e-01
8.6286149959e+00 4.3866570283e-01 8.4668358985e-02 2.9652877363e-01
8.6286149959e+00 4.3866570283e-01 1.1386830605e-01 1.1935435691e-01
8.6286149959e+00 4.3866570283e-01 1.1480329526e-01 5.5790107041e-01
8.6286149959e+00 4.3866570283e-01 6.7725534882e-03 2.7263534364e-02
8.7508007194e+00 2.8804346523e-01 5.1995587165e-03 9.6096314055e-02
8.7508007194e+00 2.8804346523e-01 4.6863160243e-02 1.8672764911e-01
8.7508007194e+00 2.8804346523e-01 4.5745741617e-02 1.8195894268e-01
8.7508007194e+00 2.8804346523e-01 4.2689270457e-02 2.4363948583e-01
8.7508007194e+00 2.8804346523e-01 3.2752997005e-02 1.4896842073e-01
8.7508007194e+00 2.8804346523e-01 6.0111535669e-02 1.8978510924e-01
8.7508007194e+00 2.8804346523e-01 1.3299278081e-01 2.8417073636e-01
8.7508007194e+00 2.8804346523e-01 1.4765781273e-01 1.1749474666e-01
8.7508007194e+00 2.8804346523e-01 1.5002907935e-01 5.5886373437e-01
8.7508007194e+00 2.8804346523e-01 7.7572172724e-03 3.7653420029e-02
8.9295622230e+00 3.0729001600e-01 5.1600798921e-03 9.6095411598e-02
8.9295622230e+00 3.0729001600e-01 4.6803439840e-02 1.8892499368e-01
8.9295622230e+00 3.0729001600e-01 4.5666391976e-02 1.8488229389e-01
8.9295622230e+00 3.0729001600e-01 4.2559228344e-02 2.4468166228e-01
8.9295622230e+00 3.0729001600e-01 3.2292393977e-02 1.5126370629e-01
8.9295622230e+00 3.0729001600e-01 5.4079262845e-02 1.8914709106e-01
8.9295622230e+00 3.0729001600e-01 1.2727270366e-01 2.8434292176e-01
8.9295622230e+00 3.0729001600e-01 1.4530292734e-01 1.1864905724e-01
8.9295622230e+00 3.0729001600e-01 1.4719541904e-01 5.6472269235e-01
8.9295622230e+00 3.0729001600e-01 7.3403708897e-03 3.7327824933e-02
9.1065734759e+00 1.8403762326e-01 5.5851823150e-03 9.6096602851e-02
9.1065734759e+00 1.8403762326e-01 4.7356327884e-02 1.7175595950e-01
9.1065734759e+00 1.8403762326e-01 4.6397740929e-02 1.6486592197e-01
9.1065734759e+00 1.8403762326e-01 4.4419552379e-02 2.4502893239e-01
9.1065734759e+00 1.8403762326e-01 4.2860200287e-02 1.3888196714e-01
9.1065734759e+00 1.8403762326e-01 1.0171972371e-01 1.8159313826e-01
9.1065734759e+00 1.8403762326e-01 1.6748406260e-01 2.5775376969e-01
9.1065734759e+00 1.8403762326e-01 1.6659660079e-01 1.1494293507e-01
9.1065734759e+00 1.8403762326e-01 1.7079592490e-01 5.6901720572e-01
9.1065734759e+00 1.8403762326e-01 1.2264414708e-02 4.7006249922e-02
9.3363660683e+00 5.4073932995e-01 4.9592460228e-03 9.6104387520e-02
9.3363660683e+00 5.4073932995e-01 4.6560203179e-02 2.0568274420e-01
9.3363660683e+00 5.4073932995e-01 4.5419459469e-02 2.0617147236e-01
9.3363660683e+00 5.4073932995e-01 4.2587443930e-02 2.3729709340e-01
9.3363660683e+00 5.4073932995e-01 3.4985522371e-02 1.6009058176e-01
9.3363660683e+00 5.4073932995e-01 1.8812721128e-02 1.8808945784e-01
9.3363660683e+00 5.4073932995e-01 5.5455360406e-02 2.8552550012e-01
9.3363660683e+00 5.4073932995e-01 8.9375074923e-02 1.2135076120e-01
9.3363660683e+00 5.4073932995e-01 9.0459451820e-02 5.8625557522e-01
9.3363660683e+00 5.4073932995e-01 8.9371431385e-03 2.6167669533e-02
9.4108748556e+00 4.4702542507e-01 5.0006310197e-03 9.6108344959e-02
9.4108748556e+00 4.4702542507e-01 4.6588933692e-02 2.0069957233e-01
9.4108748556e+00 4.4702542507e-01 4.5426763563e-02 2.0002521006e-01
9.4108748556e+00 4.4702542507e-01 4.2424303994e-02 2.4219444999e-01
9.4108748556e+00 4.4702542507e-01 3.3277835328e-02 1.5882863080e-01
9.4108748556e+00 4.4702542507e-01 2.5234492592e-02 1.8734954087e-01
9.4108748556e+00 4.4702542507e-01 8.2324932915e-02 2.8392803537e-01
9.4108748556e+00 4.4702542507e-01 1.1524052643e-01 1.2120705197e-01
9.4108748556e+00 4.4702542507e-01 1.1592903409e-01 5.8358113680e-01
9.4108748556e+00 4.4702542507e-01 7.9818470394e-03 2.9250943720e-02
